FieldsBase Subsea Installation Search - Data Download,,,,,,,,,,,,
Generated by FieldsBase on 30-Oct-2014 15:17 for Dirk Rook,,,,,,,,,,,,
,,,,,,,,,,,,
Filters:,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
Region,Country,Block,Field,Project,Operator,Status,Type,Installation year,Tree supplier,Total wells,Water depth (m),Remark
"USA, Gulf of Mexico",USA,Miss Canyon - 837,Mississippi Canyon 837,Mississippi Canyon 837,Walter Oil & Gas,Out of Service,Satellite,2003,Dril-Quip,1,465,Subsea tree to be removed - 3/10
"USA, Gulf of Mexico",USA,Ewing Bank - 965,Morpeth,Morpeth,Eni,Installed,Satellite,1998,Cooper Cameron,4,527,
"USA, Gulf of Mexico",USA,Green Canyon - 236,Motormouth,Motormouth,Helix,Planned,Satellite,2015,,1,610,
"USA, Gulf of Mexico",USA,Mustang Island - 806,Mustang Island 806,Mustang Island 806,Vastar (A),Installed,Satellite,1995,Kvaerner Brug,1,52,
"USA, Gulf of Mexico",USA,Mustang Island - A-111,Mustang Island A-111,Mustang Island A-111,Walter Oil & Gas,Installed,Satellite,1993,,1,,
"USA, Gulf of Mexico",USA,Garden Banks - 240,Mustique,Mustique,Mariner Energy,Removed,Satellite,1995,ABB Vetco Gray,1,250,
"USA, Gulf of Mexico",USA,Miss Canyon - 522,Na Kika,Na Kika,Shell,Installed,Satellite,2002,FMC,3,"2,134",Installation to begin 2q02. Wells onstream mid-2003.
"USA, Gulf of Mexico",USA,Miss Canyon - 520,Na Kika,Na Kika,Shell,Installed,Satellite,2002,FMC,1,"2,073",
"USA, Gulf of Mexico",USA,Miss Canyon - 607,Na Kika,Na Kika,Shell,Installed,Satellite,2002,FMC,1,"2,027",
"USA, Gulf of Mexico",USA,Miss Canyon - 429,Na Kika,Na Kika,Shell,Installed,Satellite,2003,FMC,3,"1,890",
"USA, Gulf of Mexico",USA,Miss Canyon - 657,Na Kika,Na Kika,Shell,Installed,Cluster,2004,FMC,2,"2,307",
"USA, Gulf of Mexico",USA,Miss Canyon - 383,Na Kika,"Na Kika, Na Kika remediation",Shell,Installed,Satellite,2002,FMC,2,"1,768",Development drilling began on September 11. Wells onstream mid-2003.
"USA, Gulf of Mexico",USA,,,Na Kika Phase 3,BP,Installed,,2013,FMC,2,"1,920","frame agreement signed with FMC for particular GoM projects, including Na Kika"
"USA, Gulf of Mexico",USA,East Breaks - 602,Nansen,Nansen,Anadarko,Installed,Satellite,2002,FMC,3,"1,122","Phase 1 = 3 ss wells. The 1st began producing on January 28, 2002. Remaining 2 will be onstream prior to yr-end."
"USA, Gulf of Mexico",USA,East Breaks - 602,Nansen,Nansen Expansion,Anadarko,Construction,,2014,FMC,4,"1,036",
"USA, Gulf of Mexico",USA,Main Pass - 281,Nautilus,Nautilus,Walter Oil & Gas,Installed,Satellite,1995,,1,89,
"USA, Gulf of Mexico",USA,East Breaks - 690,Navajo,Navajo,Anadarko,Installed,Satellite,2002,,1,"1,250",First production expected mid-2002. Next possible tieback to Nansen will be the West Navajo prospect and the Northwest Navajo prospect.
"USA, Gulf of Mexico",USA,Viosca Knoll - 825,Neptune A,Neptune A,Anadarko,Installed,,2000,,1,588,
"USA, Gulf of Mexico",USA,Green Canyon - 613,Neptune,Neptune addition,BHP Billiton,Construction,Satellite,2014,,1,"1,875",
"USA, Gulf of Mexico",USA,Atwater Valley - 617,Neptune,Neptune TLP,BHP Billiton,Installed,Daisy Chain,2009,Cameron,7,"1,524",4/27/07 4 wells drilled with completions underway.
"USA, Gulf of Mexico",USA,Viosca Knoll - 915,Nile,Nile,BP,Installed,Satellite,2001,Cooper Cameron,1,"1,076",
"USA, Gulf of Mexico",USA,Garden Banks - 506,Danny-Noonan,Noonan,"ERT, Helix",Installed,Satellite,2007,Dril-Quip,2,822,First production is anticipated Aug 2008.
"USA, Gulf of Mexico",USA,East Breaks - 599,North Boomvang,North Boomvang Loop,Anadarko,Installed,Satellite,2008,,1,975,
"USA, Gulf of Mexico",USA,North Padre Is - 1010,North Padre Island 1010,North Padre Island 1010,Walter Oil & Gas,Installed,Satellite,1999,Dril-Quip,1,38,
"USA, Gulf of Mexico",USA,East Breaks - 558,La Salle,Northwest Nansen,Anadarko,Installed,Satellite,2007,FMC,1,"1,073",
"USA, Gulf of Mexico",USA,East Breaks - 602,Northwest Nansen,Northwest Nansen,Anadarko,Installed,Satellite,2007,FMC,3,"1,041",
"USA, Gulf of Mexico",USA,East Breaks - 646,Northwest Navajo,Northwest Navajo,Anadarko,Installed,Satellite,2003,FMC,1,"1,250",
"USA, Gulf of Mexico",USA,Garden Banks - 200,Northwestern,Northwestern,Hess,Installed,Satellite,2002,FMC,2,533,"Set #3 10/00, #1 12/00 by semi BORGNY DOLPHIN."
"USA, Gulf of Mexico",USA,Miss Canyon - 943,Oasis,Oasis,ATP Oil & Gas,Cancelled,Satellite,2009,,1,"1,335",Tieback dist is an estimate
"USA, Gulf of Mexico",USA,Miss Canyon - 66,Ochre,"Ochre, Ochre decommissioning",Mariner Energy,Removed,Satellite,2003,Cooper Cameron,1,351,
"USA, Gulf of Mexico",USA,Miss Canyon - 214,Odd Job,Odd Job,Deep Gulf Energy,Planned,Cluster,2015,,2,"1,829",
"USA, Gulf of Mexico",USA,Garden Banks - 559,Oregano,Oregano,Shell,Installed,Satellite,2001,FMC,2,"1,036",Deliver trees 05/01. First production on October 1.
"USA, Gulf of Mexico",USA,Viosca Knoll - 944,Osiris,Osiris,Total,Installed,Satellite,1997,Dril-Quip,1,238,
"USA, Gulf of Mexico",USA,Miss Canyon - 79,Otis,Otis,LLOG,Planned,Satellite,2015,,1,"1,177",
"USA, Gulf of Mexico",USA,Ewing Bank - 917,Oyster,Oyster,Marathon,Installed,Satellite,1998,ABB Vetco Gray,1,361,
"USA, Gulf of Mexico",USA,Garden Banks - 515,Ozona Deep,Ozona Deep,Marathon,Installed,Satellite,2011,Cameron,1,"1,000",5/11: Ocean Monarch chartered for one well at the field beginning early May through early July.
"USA, Gulf of Mexico",USA,Miss Canyon - 400,Pardner,Pardner,Anadarko,Installed,Satellite,2003,Cameron,1,346,
"USA, Gulf of Mexico",USA,Miss Canyon - 898,Pastel Pink,Pastel Pink,Shell,Installed,Satellite,2006,FMC,1,"1,300",
"USA, Gulf of Mexico",USA,Green Canyon - 385,Pegasus,Pegasus,Eni,Installed,Satellite,2008,Cameron,1,"1,063",
"USA, Gulf of Mexico",USA,Green Canyon - 385,Pegasus,Pegasus addition,Eni,Installed,,2013,Cameron,1,"1,093",Well drilled by Ocean Victory.
"USA, Gulf of Mexico",USA,Garden Banks - 216,Penn State,Penn State Deep,Hess,Installed,Satellite,2007,,1,444,Field to come online in 3Q07.
"USA, Gulf of Mexico",USA,Garden Banks - 216,Penn State,Penn State Shallow,Hess,Installed,Satellite,2000,FMC,2,442,Likely start after completion of Conger.
"USA, Gulf of Mexico",USA,Garden Banks - 216,Penn State,Penn State Shallow Phase II,Hess,Installed,Satellite,2003,FMC,1,442,
"USA, Gulf of Mexico",USA,Alaminos Canyon - 815,Perdido,Perdido,Chevron,Installed,Satellite,2008,FMC,2,"2,812",
"USA, Gulf of Mexico",USA,Alaminos Canyon - 859,Perdido,Perdido,Chevron,Construction,Cluster,2014,FMC,5,"3,000",
"USA, Gulf of Mexico",USA,Alaminos Canyon - 857,Perdido,Perdido,Shell,Construction,Cluster,2016,FMC,19,"2,812",MMS doc indicates 19 ss trees.
"USA, Gulf of Mexico",USA,Alaminos Canyon - 857,Perdido,Perdido Stage II,Shell,Construction,Cluster,2014,FMC,8,"2,438",deliveries to begin the third quarter 2010
"USA, Gulf of Mexico",USA,Green Canyon - 236,Phoenix,Phoenix expansion project,ERT,Construction,Cluster,2016,,3,701,
"USA, Gulf of Mexico",USA,East Breaks - 205,Pilsner,Pilsner,Unocal,Installed,Satellite,2001,,1,399,
"USA, Gulf of Mexico",USA,Main Pass - 315,Pinto,Pinto,Apache,Installed,,2012,,1,76,
"USA, Gulf of Mexico",USA,Miss Canyon - 718,Pluto,Pluto II,Mariner Energy,Installed,Satellite,2004,Cooper Cameron,1,854,"Start-up scheduled for 1q05.  Surface location Miss Canyon 718, bottom hole Miss Canyon 674."
"USA, Gulf of Mexico",USA,Miss Canyon - 674,Pluto,"Pluto, Pluto P&A",Apache,Removed,Satellite,1999,Cooper Cameron,1,826,
"USA, Gulf of Mexico",USA,Miss Canyon - 28,Pompano,Pompano Phase II,Stone Energy,Installed,Template,1998,Cooper Cameron,10,568,
"USA, Gulf of Mexico",USA,Green Canyon - 116,Popeye,Popeye,Shell,Installed,Satellite,1996,ABB Vetco Gray,4,620,
"USA, Gulf of Mexico",USA,Garden Banks - 258,Power Play,Power Play,Anadarko,Installed,,2008,FMC,1,695,Production to begin 2nd half 2008
"USA, Gulf of Mexico",USA,Miss Canyon - 765,Princess,Princess,Shell,Installed,Satellite,2003,FMC,3,"1,113",
"USA, Gulf of Mexico",USA,Miss Canyon - 765,Princess,Princess Phase II,Shell,Construction,Cluster,2016,FMC,3,"1,115",Shell has frame agreement with FMC for DW ss equipment
"USA, Gulf of Mexico",USA,Garden Banks - 293,Pyrenees,Pyrenees GoM,Newfield Exploration,Installed,Satellite,2010,,1,640,7/10: finishing completion operations
"USA, Gulf of Mexico",USA,Green Canyon - 382,Quatrain,Quatrain,Murphy,Installed,Satellite,2006,,1,"1,014",
"USA, Gulf of Mexico",USA,Ewing Bank - 949,Queen of Hearts,Queen of Hearts,W & T Offshore,Installed,Satellite,2007,Cameron,1,250,MMS approval of plan Oct 2006.
"USA, Gulf of Mexico",USA,East Breaks - 623,Raptor - Pioneer,Raptor - Pioneer,Pioneer,Decommissioned,Satellite,2003,Cameron,1,"1,141",
"USA, Gulf of Mexico",USA,Miss Canyon - 248,Raton,Raton,Noble Energy,Installed,Satellite,2007,,1,"1,030",
"USA, Gulf of Mexico",USA,Miss Canyon - 292,Raton South,Raton South,Noble Energy,Installed,,2011,FMC,1,"1,038",
"USA, Gulf of Mexico",USA,Garden Banks - 877,Red Hawk,"Red Hawk, Red Hawk Decommissioning",Anadarko,Removed,Cluster,2004,FMC,2,"1,626",
"USA, Gulf of Mexico",USA,Miss Canyon - 299,Rigel/Seventeen Hands,Rigel/Seventeen Hands,Dominion E&P,Out of Service,Satellite,2005,Cooper Cameron,1,"1,661","Discovery well drilled mid-2001, then TA. Field will be developed together with Rigel."
"USA, Gulf of Mexico",USA,Miss Canyon - 296,Rigel/Seventeen Hands,Rigel/Seventeen Hands,Dominion E&P,Installed,Satellite,2005,Cooper Cameron,1,"1,585",
"USA, Gulf of Mexico",USA,East Breaks - 992,Rockefeller,Rockefeller,ExxonMobil,Installed,Satellite,2009,,1,"1,478",
"USA, Gulf of Mexico",USA,Green Canyon - 110,Rocky,Rocky,Shell,Installed,Satellite,1996,Cooper Cameron,1,480,
"USA, Gulf of Mexico",USA,Ewing Bank - 920,Ruby (EW 919),Ruby (EW 919),Devon Energy,Cancelled,Satellite,2003,,4,420,
"USA, Gulf of Mexico",USA,Miss Canyon - 525,Rydberg Deep,Rydberg Deep,Shell,Possible,Satellite,2019,,1,"2,306",
"USA, Gulf of Mexico",USA,Green Canyon - 432,Samurai,Samurai,Anadarko,Possible,,2017,,2,"1,036",
"USA, Gulf of Mexico",USA,Green Canyon - 177,Sangria,Sangria,Hydro (A),Installed,Satellite,2001,,1,453,
"USA, Gulf of Mexico",USA,Garden Banks - 224,Santa Fe,Santa Fe,Santa Fe Snyder,Installed,Satellite,1991,FMC,1,229,
"USA, Gulf of Mexico",USA,Garden Banks - 339,Sargent,Sargent,Deep Gulf Energy,Installed,Satellite,2009,Dril-Quip,1,671,
"USA, Gulf of Mexico",USA,Miss Canyon - 29,Mississippi Canyon 29,Schellhorn,BP,Installed,Satellite,2002,,1,565,Directional well into MC 29 through the Pompano Phase II template in MC 28.
"USA, Gulf of Mexico",USA,Viosca Knoll - 739,Schlitz/Pecten,Schlitz/Pecten,Newfield Exploration,Installed,Satellite,2001,Dril-Quip,1,272,Set tree 8/00.
"USA, Gulf of Mexico",USA,Viosca Knoll - 694,Schlitz/Pecten,Schlitz/Pecten,Devon Energy,Installed,Satellite,2002,Dril-Quip,1,174,"Commence production by 12/16/01. First well on-line at the end of 2001, second on-line by the end of 2002. Wells #1 and #2 dry."
"USA, Gulf of Mexico",USA,Ewing Bank - 914,Seattle Slew,Seattle Slew,Deep Tech Intl,Installed,Satellite,1993,ABB Vetco Gray,1,300,
"USA, Gulf of Mexico",USA,Garden Banks - 516,Serrano,"Serrano, Serrano Decommissioning",Shell,Decommissioned,Satellite,2001,FMC,2,"1,031",Deliver trees 05/01.
"USA, Gulf of Mexico",USA,East Breaks - 646,Shackleton/DP1,Shackleton/DP1,Anadarko,Installed,,2008,,2,"1,122",
"USA, Gulf of Mexico",USA,Green Canyon - 136,Shasta,Shasta,Mariner Energy,Decommissioned,Satellite,1995,ABB Vetco Gray,2,259,
"USA, Gulf of Mexico",USA,Green Canyon - 136,Shasta,Shasta Phase II,Chevron,Decommissioned,Satellite,2002,,1,277,
"USA, Gulf of Mexico",USA,Walker Ridge - 52,Shenandoah,Shenandoah,Anadarko,Possible,,2018,,4,"1,737",
"USA, Gulf of Mexico",USA,Green Canyon - 654,Shenzi,Shenzi,BHP Billiton,Construction,Satellite,2014,Cameron,13,"1,311",
"USA, Gulf of Mexico",USA,Green Canyon - 654,Shenzi,Shenzi Expansion,BHP Billiton,Planned,Cluster,2019,,5,"1,303",
"USA, Gulf of Mexico",USA,Green Canyon - 654,Shenzi,Shenzi North,BHP Billiton,Construction,Cluster,2015,Cameron,6,"1,311",Number of planned extension wells unconfirmed
"USA, Gulf of Mexico",USA,Green Canyon - 654,Shenzi,Shenzi Water injection,BHP Billiton,Installed,,2013,Cameron,5,"1,311",up to five ss wi planned
"USA, Gulf of Mexico",USA,Green Canyon - 654,Shenzi,Shenzi Water injection Ph2,BHP Billiton,Planned,Satellite,2018,,6,"1,311",
"USA, Gulf of Mexico",USA,Ship Shoal - 176,Ship Shoal 176,Ship Shoal 176,Chevron,Installed,Satellite,1975,FMC,1,33,
"USA, Gulf of Mexico",USA,Ship Shoal - 204,Ship Shoal 204,Ship Shoal 204,Occidental,Installed,Satellite,1968,FMC,1,35,
"USA, Gulf of Mexico",USA,Ship Shoal - 217,Ship Shoal 217,Ship Shoal 217,Anadarko,Installed,Satellite,1977,Cooper Cameron,1,34,
"USA, Gulf of Mexico",USA,Ship Shoal - 263,Ship Shoal 263,Ship Shoal 263,Anadarko,Installed,Satellite,1991,National Supply,2,61,
"USA, Gulf of Mexico",USA,Ship Shoal - 269,Ship Shoal 269,Ship Shoal 269,Unocal,Installed,Satellite,1979,WKM,1,63,
"USA, Gulf of Mexico",USA,Ship Shoal - 274,Ship Shoal 274,Ship Shoal 274,Shell,Installed,Satellite,1974,Vetco,2,68,
"USA, Gulf of Mexico",USA,Ship Shoal - 274,Ship Shoal 274,Ship Shoal 274,Unocal,Installed,Satellite,1976,WKM,1,61,
"USA, Gulf of Mexico",USA,Ship Shoal - 276,Ship Shoal 276,Ship Shoal 276,Forest Oil,Installed,Satellite,1998,Cooper Cameron,1,67,
"USA, Gulf of Mexico",USA,Ship Shoal - 316,Ship Shoal 316,Ship Shoal 316,Apache,Installed,Satellite,1991,FMC,1,90,
"USA, Gulf of Mexico",USA,Ship Shoal - 317,Ship Shoal 317,Ship Shoal 317,Newfield Exploration,Removed,Satellite,1990,FMC,1,88,
"USA, Gulf of Mexico",USA,Ship Shoal - 321,Ship Shoal 321,Ship Shoal 321,ATP Oil & Gas,Installed,Satellite,1997,Kvaerner Brug,1,98,
"USA, Gulf of Mexico",USA,Ship Shoal - 322,Ship Shoal 322,Ship Shoal 322,Apache,Installed,Satellite,1990,FMC,1,88,
"USA, Gulf of Mexico",USA,Ship Shoal - 322,Ship Shoal 322,Ship Shoal 322,ERT,Decommissioned,Satellite,2004,,1,96,
"USA, Gulf of Mexico",USA,Ship Shoal - 326,Ship Shoal 326,Ship Shoal 326,Walter Oil & Gas,Installed,Satellite,1998,Dril-Quip,1,111,
"USA, Gulf of Mexico",USA,Alaminos Canyon - 65,Hoover/Diana,South Diana,ExxonMobil,Installed,Satellite,2003,,1,"1,479",
"USA, Gulf of Mexico",USA,South Marsh Is - 116,South Marsh 115,South Marsh 116,ERT,Installed,Satellite,2006,,1,61,
"USA, Gulf of Mexico",USA,Miss Canyon - 166,South Marsh 166,South Marsh 166,ATP Oil & Gas,Installed,Satellite,2005,,1,80,
"USA, Gulf of Mexico",USA,South Marsh Is - 173,South Marsh 173,South Marsh 173,Shell,Installed,Satellite,1967,Cooper Cameron,1,39,
"USA, Gulf of Mexico",USA,South Marsh Is - 196,South Marsh 196,South Marsh 196,Hess,Installed,Satellite,2003,,1,119,
"USA, Gulf of Mexico",USA,South Marsh Is - 61,South Marsh 61,South Marsh 61,Chevron,Installed,Satellite,1980,FMC,1,40,
"USA, Gulf of Mexico",USA,South Marsh Is - 78,South Marsh 78,South Marsh 78,Chevron,Installed,Satellite,1995,,1,44,
"USA, Gulf of Mexico",USA,South Marsh Is - 190,South Marsh Is 190,South Marsh Is 190,ATP Oil & Gas,Installed,Satellite,2008,,1,122,
"USA, Gulf of Mexico",USA,South Timbalier - 169,South Timbalier 169,South Timbalier 169,Chevron,Out of Service,Satellite,1980,FMC,1,32,
"USA, Gulf of Mexico",USA,South Timbalier - 176,South Timbalier 176,South Timbalier 176,Chevron,Installed,Satellite,1976,Vetco,1,43,
"USA, Gulf of Mexico",USA,South Timbalier - 231,South Timbalier 231,South Timbalier 231,Soco,Installed,Satellite,1998,Kvaerner Brug,1,73,
"USA, Gulf of Mexico",USA,South Timbalier - 239,South Timbalier 239,South Timbalier 239,Walter Oil & Gas,Decommissioned,Satellite,2003,Dril-Quip,1,49,
"USA, Gulf of Mexico",USA,South Timbalier - 248,South Timbalier 248,South Timbalier 248,PRS Offshore (A),Decommissioned,Satellite,2002,,1,54,
"USA, Gulf of Mexico",USA,South Timbalier - 260,South Timbalier 260,"South Timbalier 260, South Timbalier 260 - Decommissioning",Walter Oil & Gas,Removed,Satellite,2002,Dril-Quip,1,88,"last day of production June 22, 2007"
"USA, Gulf of Mexico",USA,South Timbalier - 277,South Timbalier 277,South Timbalier 277,UMC,Installed,Satellite,1997,Dril-Quip,1,70,
"USA, Gulf of Mexico",USA,Garden Banks - 117,Spend A Buck,Spend A Buck,Leviathan,Installed,Satellite,1997,FMC,2,305,
"USA, Gulf of Mexico",USA,Green Canyon - 468,Stampede,Stampede (Pony/Knotty Head),Hess,Planned,Satellite,2018,,10,975,
"USA, Gulf of Mexico",USA,Green Canyon - 512,Stampede,Stampede (Pony/Knotty Head),Hess,Planned,Cluster,2018,,4,"1,097",
"USA, Gulf of Mexico",USA,Walker Ridge - 508,Stones,Stones,Shell,Construction,Cluster,2017,FMC,8,"2,919",phased development planned with few wells to come online initially and more to follow
"USA, Gulf of Mexico",USA,Viosca Knoll - 962,Swordfish,Swordfish,Mariner Energy,Installed,Satellite,2004,Cameron,2,"1,425",
"USA, Gulf of Mexico",USA,Viosca Knoll - 917,Swordfish,Swordfish,Noble Energy,Installed,Satellite,2004,Cameron,1,"1,332","2009: Plug and abandon the depleted M-64 gas sand, to sidetrack in the M-62 oil sand
2007:Due to wellbore mechanical issues and near wellbore formation damage, The original VK 917 # 1 well was sidetracked due to the M-64 (gas) sand and completed as a single completion. The well will be produced through the subsea tree existing infrastructure."
"USA, Gulf of Mexico",USA,Miss Canyon - 816,Taggart,Taggart,LLOG,Planned,Satellite,2016,,1,"1,685",
"USA, Gulf of Mexico",USA,Green Canyon - 641,Tahiti,Tahiti,Chevron,Installed,Cluster,2009,Cooper Cameron,6,"1,224",
"USA, Gulf of Mexico",USA,Green Canyon - 640,Tahiti,Tahiti Phase II,Chevron,Construction,Cluster,2014,Cameron,8,"1,224","Cameron awarded contract to supply 8 ss trees, production controls systems & manifolds."
"USA, Gulf of Mexico",USA,Viosca Knoll - 783,Tahoe,Tahoe,Shell,Installed,Satellite,1993,ABB Vetco Gray,1,455,
"USA, Gulf of Mexico",USA,Viosca Knoll - 783,Tahoe,Tahoe,Shell,Installed,Satellite,1997,FMC,5,518,
"USA, Gulf of Mexico",USA,Atwater Valley - 63,Telemark Hub,Telemark Hub Phase I,ATP Oil & Gas,Installed,Satellite,2010,,1,"1,334","Weatherford subsidiary Eproduction Solutions picked up ss control systems contract

8/09: One subsea well in Phase I. 2-4 subsea wells added in Phase II."
"USA, Gulf of Mexico",USA,Miss Canyon - 819,Thunder Bird,Thunder Bird,Murphy,Possible,Cluster,2015,,2,"2,285",
"USA, Gulf of Mexico",USA,Miss Canyon - 734,Thunder Hawk,Thunder Hawk,Murphy,Installed,Cluster,2009,Cooper Cameron,4,"1,742",Cameron will supply 3 subsea trees.Thunder Hawk FPU will sit in MC 736 (Thunder Ridge blk)
"USA, Gulf of Mexico",USA,Miss Canyon - 776,Thunder Horse,Thunder Horse,BP,Installed,Cluster,2009,FMC,8,"1,981",
"USA, Gulf of Mexico",USA,Miss Canyon - 778,Thunder Horse,Thunder Horse,BP,Installed,Cluster,2009,FMC,3,"1,981",
"USA, Gulf of Mexico",USA,Miss Canyon - 778,Thunder Horse,Thunder Horse,BP,Construction,,2016,FMC,8,"1,981",
"USA, Gulf of Mexico",USA,Miss Canyon - 778,Thunder Horse,Thunder Horse,BP,Construction,,2016,,7,"1,981",
"USA, Gulf of Mexico",USA,Miss Canyon - 778,Thunder Horse,Thunder Horse South,BP,Possible,,2017,,3,"1,920",
"USA, Gulf of Mexico",USA,Keathley Canyon - 102,Tiber,Tiber,BP,Possible,,2017,,10,"1,250",
"USA, Gulf of Mexico",USA,Green Canyon - 768,Ticonderoga,Ticonderoga,Anadarko,Installed,Satellite,2007,FMC,3,"1,600","Ticonderoga discovered with Well #1 in April 2004. Discovery well was sidetracked twice, then TA in October 2004. First production is expected in 2006. Reserve estimates = 30-50 MMBOE."
"USA, Gulf of Mexico",USA,Green Canyon - 768,Ticonderoga,Ticonderoga addition,Anadarko,Installed,,2013,,1,"1,684",
"USA, Gulf of Mexico",USA,Green Canyon - 195,Tiger,"Tiger, Tiger - Decommissioning",Deep Gulf Energy,Removed,Satellite,2006,VetcoGray,1,579,Production set to begin 10/15/06.
"USA, Gulf of Mexico",USA,East Breaks - 668,Tomahawk,"Tomahawk, Raptor/Tomahawk Decommissioning",Pioneer,Decommissioned,Satellite,2004,Cameron,1,"1,097",
"USA, Gulf of Mexico",USA,Alaminos Canyon - 903,Trident,Trident,Rocksource,Possible,Cluster,2018,,4,"2,957",
"USA, Gulf of Mexico",USA,Miss Canyon - 772,Triton,Triton,Dominion E&P,Installed,Satellite,2005,Cameron,3,"1,655",
"USA, Gulf of Mexico",USA,Green Canyon - 200,Troika,Troika,BP,Decommissioned,Cluster,1997,Cooper Cameron,2,823,
